学校名称,计划数,最低分数
赣南医学院,11,444.150082096
上饶师范学院,6,445.155090108
井冈山大学,4,445.167084093
南昌工程学院,6,442.143088109
新余学院,6,428.161073104
九江学院,14,432.150087106
南昌理工学院,5,407.132059105
江西科技学院,4,394.133070107
南昌工学院,7,394.162056109
江西工程学院,3,397.145059096
华东交通大学理工学院,8,405.152092088
东华理工大学长江学院,7,408.146094079
南昌航空大学科技学院,2,417.142098092
江西理工大学应用科学学院,8,399.158087085
江西中医药大学科技学院,3,422.160060098
江西师范大学科学技术学院,4,425.145090100
江西财经大学现代经济管理学院,6,419.125081103
萍乡学院,2,416.142087100
青岛理工大学,60,459.164094102
山东建筑大学,16,449.153077107
山东农业大学,8,448.145098096
青岛农业大学,25,445.152078102
潍坊医学院,15,455.175083094
鲁东大学,10,419.169072090
烟台大学,20,455.178081100
滨州医学院,20,460.173093104
德州学院,5,429.153088091
菏泽学院,6,427.148098100
潍坊学院,22,430.150080095
山东交通学院,26,443.174082110
山东工商学院,20,446.127085108
济宁医学院,10,454.190103094
滨州学院,15,421.151090090
齐鲁医药学院,17,419.155055106
山东现代学院,8,394.121073101
烟台南山学院,15,401.150090091
青岛工学院,28,388.134078097
青岛黄海学院,6,395.133081094
山东协和学院,20,400.135070104
山东英才学院,18,388.141087082
青岛恒星科技学院,5,381.140079092
烟台大学文经学院,7,397.136068093
青岛理工大学琴岛学院,22,408.138102098
山东科技大学泰山科技学院,10,397.125089095
聊城大学东昌学院,4,405.135081095
齐鲁理工学院,8,433.162083102
齐鲁理工学院,8,433.162083102
河南理工大学,25,448.142102100
郑州轻工业大学,23,442.167083097
河南工业大学,41,448.154108100
河南科技大学,50,450.159102109
中原工学院,32,430.141108079
河南中医药大学,6,437.142091101
信阳师范学院,15,428.137092105
河南财经政法大学,8,454.177079099
洛阳师范学院,8,441.143087099
河南工程学院,16,435.155071104
河南农业大学,6,442.159095087
郑州航空工业管理学院,6,411.137078107
平顶山学院,7,425.134093093
河南科技学院,7,427.165076103
周口师范学院,4,441.185079099
许昌学院,13,421.135075101
南阳师范学院,12,424.144071106
洛阳理工学院,14,435.141087098
安阳工学院,6,426.141102107
南阳理工学院,22,428.178110100
河南城建学院,12,417.133076105
郑州师范学院,2,453.166096104
黄河科技学院,7,396.140098091
郑州工业应用技术学院,15,389.143071092
河南大学民生学院,20,392.142064097
河南财政金融学院,6,424.137083099
河南工学院,10,427.154085104
武汉轻工大学,5,454.181109089
武汉纺织大学,2,445.178082105
湖北中医药大学,7,455.131107094
湖北文理学院,4,436.148087103
湖北理工学院,4,441.140105097
湖北医药学院,10,459.163098094
湖北经济学院,5,453.151112106
黄冈师范学院,4,433.150084100
武汉生物工程学院,21,403.128069108
武昌理工学院,2,405.157063105
武昌工学院,10,398.159080103
武汉科技大学城市学院,4,420.139069102
三峡大学科技学院,7,412.165078109
湖北医药学院药护学院,12,419.152072098
长江大学文理学院,5,410.145081094
湖北文理学院理工学院,6,401.136085095
文华学院,14,408.125072101
武汉华夏理工学院,9,393.140088099
湖南理工学院,6,450.150081095
湖南财政经济学院,11,451.174095096
衡阳师范学院,7,436.147092108
邵阳学院,19,428.153094110
湖南文理学院,4,437.179086095
湖南人文科技学院,3,423.140096110
湖南商学院,12,448.163060092
湖南城市学院,7,432.140081094
湖南工学院,30,437.151075097
湖南医药学院,5,452.145092105
长沙医学院,12,414.125094093
湖南涉外经济学院,6,398.141076099
南华大学船山学院,3,401.168082088
湖南理工学院南湖学院,2,412.134076101
长沙理工大学城南学院,13,417.171092084
韶关学院,5,432.166095101
惠州学院,2,424.146066096
广东金融学院,2,464.165085101
广东技术师范大学,15,438.148079104
广州商学院,8,389.151068093
北京理工大学珠海学院,8,419.117076116
吉林大学珠海学院,12,413.155093093
广西科技大学,31,435.159086102
广西民族大学,9,432.161112089
桂林理工大学,16,436.158106094
梧州学院,4,428.123094100
北部湾大学,12,430.124108093
桂林旅游学院,2,421.162097091
海南师范大学,12,457.144095097
海南医学院,18,447.146100097
海南热带海洋学院,5,432.137100100
三亚学院,3,402.142089097
海口经济学院,23,381.098092086
琼台师范学院,6,428.147082103
海南科技职业大学,8,387.157089084
重庆师范大学,3,450.157090104
重庆工商大学,21,456.171076108
重庆文理学院,14,443.154091100
重庆三峡学院,6,439.140084109
长江师范学院,19,436.150087100
重庆科技学院,10,442.158089100
重庆大学城市科技学院,20,416.124095096
重庆人文科技学院,17,405.139073102
四川外国语大学重庆南方翻译学院,11,410.126081106
重庆师范大学涉外商贸学院,20,412.144095094
重庆工商大学派斯学院,7,411.127070102
重庆邮电大学移通学院,47,411.156072100
重庆工商大学融智学院,3,409.167079101
西南科技大学,8,448.172076099
中国民用航空飞行学院,22,456.191096097
成都中医药大学,10,455.161089093
川北医学院,7,458.179081103
西南民族大学,79,445.159068108
四川轻化工大学,7,438.152102096
成都医学院,6,450.150086101
绵阳师范学院,6,423.141071100
内江师范学院,3,442.147100100
宜宾学院,4,418.157087090
四川文理学院,7,431.173090082
乐山师范学院,22,422.162100088
成都工业学院,30,447.180084102
攀枝花学院,3,425.163063095
成都东软学院,7,409.129064100
电子科技大学成都学院,25,424.138078100
成都理工大学工程技术学院,18,412.143080105
成都信息工程大学银杏酒店管理学院,13,402.138046092
四川工商学院,4,415.130095094
四川外国语大学成都学院,20,416.121059108
西南财经大学天府学院,28,415.145071104
四川文化艺术学院,6,393.130075099
西南科技大学城市学院,5,412.136088096
四川工业科技学院,10,384.121099094
贵州医科大学,5,466.197115095
贵州财经大学,3,439.152091098
贵州理工学院,6,427.132076110
遵义师范学院,6,445.162069103
贵州财经大学商务学院,4,409.128073099
西南林业大学,10,445.164088094
昆明医科大学,1,447.162067109
大理大学,6,438.137082095
云南财经大学,5,452.166107089
云南农业大学,10,423.141065109
云南警官学院,2,445.160097108
云南大学旅游文化学院,69,386.134069092
昆明医科大学海源学院,4,418.144093104
云南师范大学文理学院,8,398.132088109
昆明理工大学津桥学院,15,401.146083099
西安工程大学,20,454.154089100
陕西中医药大学,10,460.165103103
延安大学,12,445.165082102
陕西理工大学,2,451.170103100
西安财经大学,22,462.143100106
咸阳师范学院,12,450.150093099
渭南师范学院,2,434.143076095
西安文理学院,8,441.153076108
榆林学院,15,426.162087087
商洛学院,4,424.154093098
安康学院,2,421.146076080
西安医学院,22,455.187097096
西安欧亚学院,7,390.128102090
西安外事学院,4,399.148074096
西安翻译学院,12,395.100062098
西京学院,4,403.140065097
西安思源学院,16,406.130072104
陕西国际商贸学院,8,401.130050104
陕西服装工程学院,4,401.146090093
西安交通工程学院,1,424.160097094
陕西科技大学镐京学院,10,409.129116094
西安交通大学城市学院,10,420.153080092
西安建筑科技大学华清学院,14,399.154077107
西安工业大学北方信息工程学院,2,401.141081106
延安大学西安创新学院,12,405.146058105
西安理工大学高科学院,32,398.130059094
西安科技大学高新学院,8,409.126091102
西安汽车职业大学,11,392.117095099
西安信息职业大学,9,381.138050093
甘肃农业大学,5,426.155073087
西北师范大学,13,455.169065091
兰州财经大学,22,452.175092093
西北民族大学,131,435.180089087
甘肃政法学院,6,450.153100096
甘肃中医药大学,13,447.193100089
甘肃医学院,15,451.150085089
甘肃医学院,15,451.150085089
陇东学院,10,426.168089091
兰州城市学院,6,426.158081093
甘肃民族师范学院,4,426.138081091
天水师范学院,10,424.156095102
河西学院,4,425.151081109
西北师范大学知行学院,4,410.138083096
兰州财经大学陇桥学院,12,405.152091092
兰州财经大学长青学院,5,420.153076098
兰州交通大学博文学院,13,410.128072097
兰州理工大学技术工程学院,8,412.156095092
兰州文理学院,5,435.142079102
青海大学昆仑学院,410,430.159079092
青海大学昆仑学院,410,430.159079092
宁夏医科大学,56,439.166071081
北方民族大学,383,440.157100089
宁夏师范学院,902,435.148076095
宁夏理工学院,339,390.160071089
银川能源学院,707,381.100086101
宁夏大学新华学院,,398.143069085
中国矿业大学银川学院,847,381.082075088
塔里木大学,50,422.144073096
新疆农业大学,10,416.138075102
新疆财经大学,16,429.137102089
新疆师范大学,16,433.176094097
喀什大学,9,426.133094099
新疆医科大学厚博学院,10,414.144102090
新疆工程学院,15,420.139095094
伊犁师范大学,3,421.143065097
