学校名称,科类,批次,平均分,最高分,最低分,最低位次,学位,学科门类,专业,专业名称
文华学院,理科,本科二批,-,-,410,19222,本科,管理学,工商管理类,会计学
文华学院,理科,本科二批,-,-,409,19375,本科,经济学,金融学类,金融学
文华学院,理科,本科二批,-,-,408,19528,本科,工学,建筑类,建筑学
文华学院,理科,本科二批,-,-,408,19528,本科,工学,计算机类,软件工程
文华学院,理科,本科二批,-,-,408,19528,本科,工学,计算机类,计算机科学与技术
文华学院,理科,本科二批,-,-,408,19528,本科,工学,电子信息类,电子科学与技术（集成电路IC设计与应用）
文华学院,理科,本科二批,-,-,408,19528,本科,工学,电气类,电气工程及其自动化（智能电网）
文华学院,文科,本科二批,-,-,502,5723,本科,文学,中国语言文学类,汉语言文学
文华学院,文科,本科二批,-,-,498,6101,本科,法学,法学类,法学
文华学院,文科,本科二批,-,-,496,6275,本科,管理学,工商管理类,会计学
哈尔滨金融学院,理科,本科二批,-,-,439,14464,本科,工学,计算机类,软件工程
哈尔滨金融学院,理科,本科二批,-,-,433,15487,本科,管理学,工商管理类,会计学
哈尔滨金融学院,理科,本科二批,-,-,422,17305,本科,经济学,金融学类,保险学
哈尔滨金融学院,文科,本科二批,-,-,526,3640,本科,经济学,金融学类,金融学
哈尔滨金融学院,文科,本科二批,-,-,502,5723,本科,文学,外国语言文学类,商务英语
四川农业大学,理科,本科一批,-,-,492,6819,本科,经济学,金融学类,金融学
四川农业大学,理科,本科一批,-,-,489,7152,本科,工学,电气类,电气工程及其自动化（雅安校区）
四川农业大学,理科,本科一批,-,-,488,7273,本科,经济学,经济学类,经济学
四川农业大学,理科,本科一批,-,-,485,7635,本科,管理学,管理科学与工程类,工程造价（都江堰校区）
四川农业大学,理科,本科一批,-,-,483,7843,本科,管理学,农业经济管理类,农林经济管理
四川农业大学,理科,本科一批,-,-,481,8122,本科,工学,环境科学与工程类,环境生态工程
四川农业大学,理科,本科一批,-,-,480,8255,本科,工学,能源动力类,能源与动力工程（雅安校区）
四川农业大学,理科,本科一批,-,-,479,8384,本科,农学,动物生产类,动物科学
四川农业大学,理科,本科一批,-,-,478,8521,本科,工学,食品科学与工程类,食品科学与工程（雅安校区）
四川农业大学,理科,本科一批,-,-,478,8521,本科,理学,生物科学类,生物科学（雅安校区）
四川农业大学,理科,本科一批,-,-,476,8796,本科,管理学,旅游管理类,旅游管理（都江堰校区）
四川农业大学,理科,本科一批,-,-,476,8796,本科,工学,土木类,土木工程（都江堰校区）
四川农业大学,理科,本科一批,-,-,475,8908,本科,理学,物理学类,应用物理学（雅安校区）
四川农业大学,理科,本科一批,-,-,474,9014,本科,工学,农业工程类,农业机械化及其自动化（雅安校区）
安康学院,理科,本科二批,-,-,421,17459,本科,工学,食品科学与工程类,食品科学与工程
安康学院,文科,本科二批,-,-,508,5210,本科,理学,地理科学类,地理科学
河南财政金融学院,理科,本科二批,-,-,425,16806,本科,管理学,管理科学与工程类,工程造价
河南财政金融学院,理科,本科二批,-,-,424,16971,本科,管理学,电子商务类,电子商务
河南财政金融学院,理科,本科二批,-,-,424,16971,本科,工学,计算机类,计算机科学与技术
河南财政金融学院,文科,本科二批,-,-,519,4240,本科,管理学,工商管理类,会计学
河南财政金融学院,文科,本科二批,-,-,518,4315,本科,文学,外国语言文学类,商务英语
河南财政金融学院,文科,本科二批,-,-,518,4315,本科,经济学,金融学类,保险学
西北民族大学,理科,本科一批,-,-,466,10153,本科,管理学,工商管理类,财务管理（只招少数民族考生）
西北民族大学,理科,本科一批,-,-,466,10153,本科,经济学,金融学类,金融学（只招少数民族考生）
西北民族大学,理科,本科一批,-,-,465,10290,本科,工学,电气类,电气工程及其自动化（只招少数民族考生）
西北民族大学,理科,本科一批,-,-,465,10290,本科,医学,临床医学类,临床医学（只招少数民族考生）
西北民族大学,理科,本科一批,-,-,465,10290,本科,管理学,工商管理类,会计学（只招少数民族考生）
西北民族大学,理科,本科一批,-,-,463,10597,本科,医学,口腔医学类,口腔医学（只招少数民族考生）
西北民族大学,理科,本科一批,-,-,462,10745,本科,工学,土木类,土木工程（只招少数民族考生）
西北民族大学,文科,本科一批,-,-,543,2439,本科,历史学,历史学类,历史学（只招少数民族考生）
西北民族大学,文科,本科一批,-,-,542,2510,本科,管理学,工商管理类,财务管理（只招少数民族考生）
西北民族大学,文科,本科一批,-,-,542,2510,本科,文学,中国语言文学类,汉语言文学（只招少数民族考生）
西北民族大学,文科,本科一批,-,-,541,2564,本科,经济学,金融学类,金融学（只招少数民族考生）
西北民族大学,文科,本科一批,-,-,539,2682,本科,文学,新闻传播学类,新闻学（只招少数民族考生）
西北民族大学,文科,本科一批,-,-,538,2759,本科,管理学,工商管理类,会计学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,451,12497,本科,理学,数学类,数学与应用数学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,444,13652,本科,医学,医学技术类,医学检验技术（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,443,13817,本科,工学,计算机类,计算机科学与技术（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,443,13817,本科,经济学,经济与贸易类,国际经济与贸易（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,442,13978,本科,工学,计算机类,软件工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,441,14156,本科,经济学,金融学类,保险学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,441,14156,本科,管理学,工商管理类,工商管理（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,441,14156,本科,理学,心理学类,应用心理学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,441,14156,本科,工学,计算机类,数字媒体技术（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,440,14312,本科,工学,电子信息类,电子信息工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,440,14312,本科,工学,电子信息类,通信工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,440,14312,本科,工学,自动化类,自动化（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,439,14464,本科,理学,化学类,应用化学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,439,14464,本科,工学,计算机类,物联网工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,438,14634,本科,工学,环境科学与工程类,环境工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,438,14634,本科,教育学,教育学类,教育技术学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,437,14816,本科,历史学,历史学类,文物保护技术（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,437,14816,本科,工学,材料类,高分子材料与工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,437,14816,本科,工学,生物工程类,生物工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,436,14988,本科,工学,材料类,无机非金属材料工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,436,14988,本科,工学,化工与制药类,制药工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,436,14988,本科,农学,动物医学类,动物医学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,436,14988,本科,理学,生物科学类,生物技术（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,436,14988,本科,工学,食品科学与工程类,食品科学与工程（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,436,14988,本科,农学,动物生产类,动物科学（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,435,15153,本科,工学,化工与制药类,化学工程与工艺（只招少数民族考生）
西北民族大学,理科,本科二批,-,-,431,15816,本科,医学,护理学类,护理学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,530,3304,本科,法学,法学类,法学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,524,3799,本科,理学,心理学类,应用心理学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,523,3887,本科,经济学,经济学类,经济学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,522,3973,本科,文学,中国语言文学类,汉语国际教育（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,520,4148,本科,文学,外国语言文学类,英语（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,520,4148,本科,管理学,公共管理类,公共事业管理（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,519,4240,本科,法学,民族学类,民族学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,519,4240,本科,经济学,经济与贸易类,国际经济与贸易（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,518,4315,本科,法学,社会学类,社会学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,518,4315,本科,文学,新闻传播学类,广告学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,517,4415,本科,文学,新闻传播学类,广播电视学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,517,4415,本科,历史学,历史学类,文物与博物馆学（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,516,4504,本科,法学,社会学类,社会工作（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,516,4504,本科,管理学,旅游管理类,旅游管理（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,516,4504,本科,管理学,工商管理类,工商管理（只招少数民族考生）
西北民族大学,文科,本科二批,-,-,515,4597,本科,文学,中国语言文学类,中国少数民族语言文学（维吾尔语言）（限招非维吾尔族考生）（只招少数民族考生）
南京林业大学,理科,本科一批,-,-,517,4489,本科,农学,林学类,园林
南京林业大学,理科,本科一批,-,-,503,5753,本科,农学,林学类,林学
南京林业大学,理科,本科一批,-,-,495,6477,本科,工学,计算机类,物联网工程（嵌入式培养）
南京林业大学,理科,本科一批,-,-,494,6575,本科,工学,环境科学与工程类,环境科学
南京林业大学,理科,本科一批,-,-,494,6575,本科,管理学,工商管理类,工商管理类
南京林业大学,理科,本科一批,-,-,493,6699,本科,工学,自动化类,自动化
南京林业大学,理科,本科一批,-,-,492,6819,本科,管理学,管理科学与工程类,工程管理
南京林业大学,理科,本科一批,-,-,492,6819,本科,工学,材料类,材料科学与工程
南京林业大学,理科,本科一批,-,-,491,6931,本科,工学,林业工程类,木材科学与工程
南京林业大学,理科,本科一批,-,-,489,7152,本科,工学,材料类,高分子材料与工程
南京林业大学,理科,本科一批,-,-,489,7152,本科,工学,交通运输类,交通运输
南京林业大学,理科,本科一批,-,-,489,7152,本科,管理学,农业经济管理类,农林经济管理
南京林业大学,理科,本科一批,-,-,488,7273,本科,工学,测绘类,测绘工程
南京林业大学,理科,本科一批,-,-,487,7383,本科,农学,自然保护与环境生态类,水土保持与荒漠化防治
南京林业大学,理科,本科一批,-,-,487,7383,本科,工学,林业工程类,木材科学与工程（木结构建筑）
南京林业大学,理科,本科一批,-,-,487,7383,本科,工学,机械类,机械类
南京林业大学,理科,本科一批,-,-,486,7496,本科,工学,机械类,车辆工程
南京林业大学,理科,本科一批,-,-,486,7496,本科,工学,土木类,土木工程（建筑工程）
南京林业大学,理科,本科一批,-,-,486,7496,本科,工学,轻工类,包装工程
南京林业大学,理科,本科一批,-,-,486,7496,本科,工学,化工与制药类,化学工程与工艺
南京林业大学,文科,本科一批,-,-,575,1008,本科,文学,新闻传播学类,广告学
南京林业大学,文科,本科一批,-,-,572,1089,本科,法学,法学类,法学
南京林业大学,文科,本科一批,-,-,568,1226,本科,法学,社会学类,社会工作
南昌大学,理科,本科一批,-,-,546,2518,本科,医学,临床医学类,临床医学
南昌大学,理科,本科一批,-,-,534,3257,本科,医学,临床医学类,眼视光医学
南昌大学,理科,本科一批,-,-,533,3325,本科,医学,医学技术类,医学检验技术
南昌大学,理科,本科一批,-,-,533,3325,本科,工学,计算机类,计算机类
南昌大学,理科,本科一批,-,-,532,3377,本科,医学,公共卫生与预防医学类,预防医学
南昌大学,理科,本科一批,-,-,526,3775,本科,理学,化学类,化学类
南昌大学,理科,本科一批,-,-,525,3861,本科,工学,化工与制药类,制药工程
南昌大学,理科,本科一批,-,-,524,3931,本科,医学,药学类,药学
南昌大学,理科,本科一批,-,-,524,3931,本科,工学,计算机类,软件工程
南昌大学,文科,本科一批,-,-,586,698,本科,法学,法学类,法学类
南昌大学,文科,本科一批,-,-,579,883,本科,文学,新闻传播学类,广播电视学
南昌大学,文科,本科一批,-,-,575,1008,本科,医学,护理学类,护理学（男168cm以上，女156cm以上）
太原科技大学,理科,本科二批,-,-,454,12023,本科,工学,机械类,材料成型及控制工程
太原科技大学,理科,本科二批,-,-,453,12196,本科,工学,电子信息类,光电信息科学与工程
太原科技大学,理科,本科二批,-,-,452,12349,本科,工学,材料类,材料科学与工程
太原科技大学,理科,本科二批,-,-,450,12649,本科,工学,机械类,机械设计制造及其自动化
太原科技大学,理科,本科二批,-,-,450,12649,本科,工学,交通运输类,交通工程
河南理工大学,理科,本科二批,-,-,457,11574,本科,工学,自动化类,自动化类
河南理工大学,理科,本科二批,-,-,456,11720,本科,工学,电子信息类,电子信息类
河南理工大学,理科,本科二批,-,-,455,11877,本科,工学,机械类,机械类
河南理工大学,理科,本科二批,-,-,453,12196,本科,工学,安全科学与工程类,安全工程
河南理工大学,理科,本科二批,-,-,452,12349,本科,工学,环境科学与工程类,环境工程
河南理工大学,理科,本科二批,-,-,451,12497,本科,工学,土木类,土木类
河南理工大学,理科,本科二批,-,-,450,12649,本科,工学,交通运输类,交通工程
河南理工大学,理科,本科二批,-,-,450,12649,本科,工学,化工与制药类,化工与制药类
河南理工大学,理科,本科二批,-,-,449,12804,本科,工学,测绘类,测绘类
河南理工大学,理科,本科二批,-,-,449,12804,本科,工学,地质类,地质类
河南理工大学,理科,本科二批,-,-,448,12971,本科,工学,材料类,材料类
河南理工大学,理科,本科二批,-,-,448,12971,本科,工学,矿业类,采矿工程（只招男生）
河南理工大学,理科,本科二批,-,-,445,13494,本科,工学,电气类,电气工程及其自动化（中外合作办学）
河南理工大学,理科,本科二批,-,-,439,14464,本科,工学,计算机类,计算机科学与技术（中外合作办学）
河南理工大学,理科,本科二批,-,-,438,14634,本科,工学,电子信息类,电子信息工程（中外合作办学）
河南理工大学,理科,本科二批,-,-,433,15487,本科,工学,土木类,土木工程（中外合作办学）
河南理工大学,文科,本科二批,-,-,518,4315,本科,文学,中国语言文学类,汉语言文学
河南理工大学,文科,本科二批,-,-,513,4793,本科,管理学,工商管理类,工商管理类
河南理工大学,文科,本科二批,-,-,512,4877,本科,文学,新闻传播学类,广告学
烟台理工学院,理科,本科二批,-,-,405,19978,本科,工学,计算机类,物联网工程
烟台理工学院,理科,本科二批,-,-,402,20430,本科,工学,材料类,金属材料工程
烟台理工学院,理科,本科二批,-,-,401,20569,本科,管理学,管理科学与工程类,工程管理
烟台理工学院,文科,本科二批,-,-,492,6633,本科,管理学,工商管理类,审计学
烟台理工学院,文科,本科二批,-,-,490,6849,本科,文学,新闻传播学类,新闻学
烟台理工学院,文科,本科二批,-,-,490,6849,本科,管理学,工商管理类,工商管理
江西科技学院,理科,本科二批,-,-,394,21586,本科,工学,计算机类,计算机科学与技术
江西科技学院,文科,本科二批,-,-,479,7848,本科,管理学,工商管理类,会计学
江西科技学院,文科,本科二批,-,-,471,8573,本科,经济学,经济与贸易类,国际经济与贸易
北京工商大学,理科,本科一批,-,-,512,4907,本科,经济学,经济学类,经济学
北京工商大学,理科,本科一批,-,-,511,4995,本科,工学,计算机类,计算机类（经济信息管理类）
北京工商大学,理科,本科一批,-,-,509,5174,本科,经济学,金融学类,金融工程
北京工商大学,理科,本科一批,-,-,506,5441,本科,管理学,物流管理与工程类,物流管理
北京工商大学,理科,本科一批,-,-,504,5637,本科,工学,食品科学与工程类,食品科学与工程
北京工商大学,理科,本科一批,-,-,503,5753,本科,文学,新闻传播学类,新闻传播学类
北京工商大学,理科,本科一批,-,-,501,5938,本科,理学,化学类,应用化学
北京工商大学,理科,本科一批,-,-,501,5938,本科,工学,材料类,高分子材料与工程（先进材料）
江苏科技大学,理科,本科一批,-,-,494,6575,本科,工学,电气类,电气工程及其自动化
江苏科技大学,理科,本科一批,-,-,486,7496,本科,工学,土木类,土木工程
江苏科技大学,理科,本科一批,-,-,484,7746,本科,工学,机械类,机械设计制造及其自动化
江苏科技大学,理科,本科一批,-,-,484,7746,本科,工学,计算机类,物联网工程
江苏科技大学,理科,本科一批,-,-,484,7746,本科,工学,电子信息类,通信工程
江苏科技大学,理科,本科一批,-,-,484,7746,本科,工学,计算机类,计算机科学与技术
江苏科技大学,理科,本科一批,-,-,483,7843,本科,工学,能源动力类,能源与动力工程
江苏科技大学,理科,本科一批,-,-,483,7843,本科,工学,材料类,焊接技术与工程
江苏科技大学,理科,本科一批,-,-,483,7843,本科,工学,电子信息类,电子信息科学与技术
江苏科技大学,理科,本科一批,-,-,482,7986,本科,工学,土木类,建筑环境与能源应用工程
江苏科技大学,理科,本科一批,-,-,482,7986,本科,工学,交通运输类,轮机工程
江苏科技大学,理科,本科一批,-,-,481,8122,本科,工学,电子信息类,电子信息工程
江苏科技大学,理科,本科一批,-,-,481,8122,本科,工学,机械类,机械电子工程
江苏科技大学,理科,本科一批,-,-,481,8122,本科,管理学,管理科学与工程类,工程管理
江苏科技大学,理科,本科一批,-,-,480,8255,本科,理学,化学类,应用化学
江苏科技大学,理科,本科一批,-,-,480,8255,本科,工学,机械类,材料成型及控制工程
江苏科技大学,理科,本科一批,-,-,480,8255,本科,工学,材料类,新能源材料与器件
江苏科技大学,理科,本科一批,-,-,480,8255,本科,工学,自动化类,自动化
江苏科技大学,理科,本科一批,-,-,480,8255,本科,工学,环境科学与工程类,环境工程
江苏科技大学,理科,本科一批,-,-,480,8255,本科,管理学,管理科学与工程类,信息管理与信息系统
江苏科技大学,理科,本科一批,-,-,479,8384,本科,工学,材料类,金属材料工程
江苏科技大学,理科,本科一批,-,-,479,8384,本科,管理学,工业工程类,工业工程
江苏科技大学,理科,本科一批,-,-,478,8521,本科,理学,物理学类,应用物理学
江苏科技大学,理科,本科一批,-,-,478,8521,本科,工学,生物工程类,生物工程
江苏科技大学,理科,本科一批,-,-,477,8652,本科,工学,食品科学与工程类,食品质量与安全
江苏科技大学,理科,本科一批,-,-,477,8652,本科,理学,统计学类,应用统计学
江苏科技大学,理科,本科一批,-,-,477,8652,本科,工学,食品科学与工程类,粮食工程
江苏科技大学,文科,本科一批,-,-,562,1467,本科,管理学,工商管理类,会计学
江苏科技大学,文科,本科一批,-,-,557,1679,本科,文学,外国语言文学类,翻译
江苏科技大学,文科,本科一批,-,-,553,1866,本科,经济学,金融学类,金融工程
江苏科技大学,文科,本科一批,-,-,552,1921,本科,法学,政治学类,政治学与行政学
江苏科技大学,文科,本科一批,-,-,551,1986,本科,经济学,经济学类,经济学
江苏科技大学,文科,本科一批,-,-,548,2152,本科,文学,外国语言文学类,英语
江苏科技大学,文科,本科一批,-,-,548,2152,本科,管理学,旅游管理类,旅游管理
江苏科技大学,文科,本科一批,-,-,547,2205,本科,管理学,工商管理类,工商管理
江苏科技大学,文科,本科一批,-,-,546,2267,本科,管理学,工商管理类,财务管理
西安医学院,理科,本科二批,-,-,461,10901,本科,医学,临床医学类,临床医学
西安医学院,理科,本科二批,-,-,460,11061,本科,医学,公共卫生与预防医学类,预防医学
西安医学院,理科,本科二批,-,-,459,11226,本科,医学,医学技术类,医学检验技术
西安医学院,理科,本科二批,-,-,457,11574,本科,医学,药学类,药学
西安医学院,理科,本科二批,-,-,456,11720,本科,医学,中药学类,中药学
西安医学院,理科,本科二批,-,-,447,13134,本科,医学,护理学类,护理学
西安医学院,文科,本科二批,-,-,523,3887,本科,医学,护理学类,护理学
西安医学院,文科,本科二批,-,-,518,4315,本科,管理学,工商管理类,市场营销
西安医学院,文科,本科二批,-,-,518,4315,本科,管理学,公共管理类,公共事业管理
济宁医学院,理科,本科二批,-,-,458,11388,本科,医学,临床医学类,临床医学
济宁医学院,理科,本科二批,-,-,457,11574,本科,医学,中西医结合类,中西医临床医学
济宁医学院,理科,本科二批,-,-,456,11720,本科,医学,临床医学类,精神医学
济宁医学院,理科,本科二批,-,-,455,11877,本科,医学,公共卫生与预防医学类,预防医学
济宁医学院,理科,本科二批,-,-,454,12023,本科,医学,护理学类,护理学
北京印刷学院,理科,本科一批,-,-,471,9425,本科,工学,轻工类,印刷工程（不招色盲、色弱）
北京印刷学院,理科,本科一批,-,-,465,10290,本科,管理学,物流管理与工程类,物流工程
北京印刷学院,理科,本科一批,-,-,464,10456,本科,工学,机械类,机械工程（不招色盲、色弱）
北京印刷学院,理科,本科一批,-,-,460,11061,本科,管理学,物流管理与工程类,物流管理
北京印刷学院,理科,本科一批,-,-,459,11226,本科,工学,轻工类,包装工程（不招色盲、色弱）
北京印刷学院,文科,本科一批,-,-,552,1921,本科,文学,新闻传播学类,数字出版（不招色盲、色弱）
湖北经济学院,理科,本科二批,-,-,458,11388,本科,工学,计算机类,数据科学与大数据技术
湖北经济学院,理科,本科二批,-,-,455,11877,本科,经济学,金融学类,金融学类
湖北经济学院,理科,本科二批,-,-,454,12023,本科,管理学,管理科学与工程类,管理科学与工程类
湖北经济学院,理科,本科二批,-,-,453,12196,本科,管理学,工商管理类,会计学
湖北经济学院,文科,本科二批,-,-,536,2889,本科,管理学,工商管理类,会计学
湖北经济学院,文科,本科二批,-,-,535,2950,本科,经济学,金融学类,金融学类
湖北经济学院,文科,本科二批,-,-,534,3019,本科,管理学,管理科学与工程类,管理科学与工程类
南京农业大学,理科,本科一批,-,-,528,3645,本科,管理学,公共管理类,土地资源管理（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,523,4018,本科,农学,植物生产类,种子科学与工程（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,523,4018,本科,工学,电子信息类,电子信息科学与技术（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,523,4018,本科,管理学,管理科学与工程类,信息管理与信息系统（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,521,4174,本科,工学,环境科学与工程类,环境科学与工程类（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,521,4174,本科,农学,植物生产类,植物保护（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,519,4321,本科,工学,计算机类,网络工程（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,519,4321,本科,农学,动物生产类,动物科学（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,517,4489,本科,工学,机械类,机械类（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,517,4489,本科,农学,草学类,草业科学（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,517,4489,本科,管理学,物流管理与工程类,物流工程（部分专业（大类招生，详见招生章程）
南京农业大学,理科,本科一批,-,-,517,4489,本科,管理学,工业工程类,工业工程（部分专业（大类招生，详见招生章程）
宁夏医科大学,理科,本科一批,-,-,516,4559,本科,医学,临床医学类,临床医学
宁夏医科大学,理科,本科一批,-,-,514,4725,本科,医学,口腔医学类,口腔医学
宁夏医科大学,理科,本科一批,-,-,512,4907,本科,医学,临床医学类,麻醉学
宁夏医科大学,理科,本科一批,-,-,510,5082,本科,医学,临床医学类,医学影像学
宁夏医科大学,理科,本科一批,-,-,507,5349,本科,医学,中西医结合类,中西医临床医学
宁夏医科大学,理科,本科一批,-,-,505,5533,本科,医学,中医学类,中医学
宁夏医科大学,理科,本科一批,-,-,501,5938,本科,医学,医学技术类,医学检验技术
宁夏医科大学,理科,本科一批,-,-,499,6090,本科,医学,临床医学类,儿科学
宁夏医科大学,理科,本科一批,-,-,495,6477,本科,医学,基础医学类,基础医学
宁夏医科大学,理科,本科一批,-,-,494,6575,本科,医学,公共卫生与预防医学类,预防医学
宁夏医科大学,理科,本科一批,-,-,493,6699,本科,医学,中医学类,针灸推拿学
宁夏医科大学,理科,本科一批,-,-,492,6819,本科,医学,药学类,药学
宁夏医科大学,理科,本科一批,-,-,492,6819,本科,医学,中药学类,中药学
宁夏医科大学,理科,本科一批,-,-,492,6819,本科,医学,药学类,临床药学
宁夏医科大学,理科,本科一批,-,-,492,6819,本科,医学,医学技术类,康复治疗学
宁夏医科大学,理科,本科一批,-,-,481,8122,本科,管理学,公共管理类,公共事业管理
宁夏医科大学,理科,本科一批,-,-,463,10597,本科,医学,护理学类,护理学
宁夏医科大学,理科,本科二批,-,-,441,14156,本科,理学,生物科学类,生物技术
宁夏医科大学,理科,本科二批,-,-,439,14464,本科,工学,电子信息类,电子信息科学与技术
沈阳医学院,理科,本科二批,479,485,472,9277,本科,医学,临床医学类,临床医学
沈阳医学院,理科,本科二批,463,463,463,10597,本科,医学,口腔医学类,口腔医学
沈阳医学院,理科,本科二批,463,463,463,10597,本科,医学,临床医学类,医学影像学
沈阳医学院,理科,本科二批,461,461,461,10901,本科,医学,公共卫生与预防医学类,预防医学
沈阳医学院,理科,本科二批,460,460,460,11061,本科,医学,医学技术类,医学检验技术
