学校名称,科类,批次,平均分,最高分,最低分,最低位次,学位,学科门类,专业,专业名称
西北民族大学,理科,本科二批,426,-,-,-,本科,工学,环境科学与工程类,环境工程
西北民族大学,理科,本科二批,424,-,-,-,本科,农学,动物医学类,动物医学
西北民族大学,理科,本科二批,428,-,-,-,本科,工学,自动化类,自动化
西北民族大学,理科,本科二批,444,-,-,-,本科,医学,口腔医学类,口腔医学
西北民族大学,理科,本科二批,427,-,-,-,本科,工学,土木类,土木工程
西北民族大学,理科,本科二批,426,-,-,-,本科,工学,化工与制药类,制药工程
西北民族大学,理科,本科二批,422,-,-,-,本科,工学,化工与制药类,化学工程与工艺
西北民族大学,理科,本科二批,427,-,-,-,本科,工学,食品科学与工程类,食品科学与工程
西北民族大学,理科,本科二批,430,-,-,-,本科,医学,护理学类,护理学
西北民族大学,理科,本科二批,420,-,-,-,本科,工学,材料类,高分子材料与工程
西北民族大学,理科,本科二批,423,-,-,-,本科,理学,生物科学类,生物技术
西北民族大学,理科,本科二批,430,-,-,-,本科,理学,数学类,信息与计算科学
西北民族大学,理科,本科二批,437,-,-,-,本科,工学,计算机类,计算机科学与技术
西北民族大学,理科,本科二批,422,-,-,-,本科,工学,电子信息类,电子信息工程
西北民族大学,理科,本科二批,421,-,-,-,本科,工学,生物工程类,生物工程
西北民族大学,文科,本科二批,478,-,-,-,本科,管理学,工商管理类,财务管理
西北民族大学,文科,本科二批,470,-,-,-,本科,管理学,旅游管理类,旅游管理
西北民族大学,文科,本科二批,480,-,-,-,本科,管理学,工商管理类,工商管理
西北民族大学,文科,本科二批,474,-,-,-,本科,法学,社会学类,社会工作
西北民族大学,文科,本科二批,488,-,-,-,本科,法学,法学类,法学
西北民族大学,文科,本科二批,484,-,-,-,本科,历史学,历史学类,历史学
西北民族大学,文科,本科二批,482,-,-,-,本科,文学,新闻传播学类,广告学
西北民族大学,文科,本科二批,471,-,-,-,本科,文学,新闻传播学类,广播电视学
西北民族大学,文科,本科二批,481,-,-,-,本科,文学,外国语言文学类,英语
西北民族大学,文科,本科二批,490,-,-,-,本科,文学,中国语言文学类,汉语言文学
西北民族大学,文科,本科二批,488,-,-,-,本科,理学,心理学类,应用心理学
西北民族大学,文科,本科二批,482,-,-,-,本科,法学,社会学类,社会学
西北民族大学,文科,本科二批,497,-,-,-,本科,经济学,金融学类,金融学
西北民族大学,文科,本科二批,491,-,-,-,本科,经济学,经济学类,经济学
西北民族大学,文科,本科二批,481,-,-,-,本科,文学,中国语言文学类,汉语国际教育
西北民族大学,文科,本科二批,494,-,-,-,本科,管理学,工商管理类,会计学
西北民族大学,文科,本科二批,471,-,-,-,本科,文学,新闻传播学类,新闻学
西北民族大学,文科,本科二批,476,-,-,-,本科,文学,外国语言文学类,阿拉伯语
西北民族大学,文科,本科二批,490,-,-,-,本科,法学,民族学类,民族学
西北民族大学,文科,本科二批,474,-,-,-,本科,历史学,历史学类,文物与博物馆学
西北民族大学,文科,本科二批,483,-,-,-,本科,管理学,公共管理类,公共事业管理
西北民族大学,文科,本科二批,470,-,-,-,本科,文学,中国语言文学类,中国少数民族语言文学
西北民族大学,文科,本科二批,474,-,-,-,本科,经济学,经济与贸易类,经济与贸易类（中外合作办学）
南京林业大学,理科,本科一批,493,496,491,6577,本科,工学,建筑类,风景园林
南京林业大学,理科,本科一批,489,491,488,6947,本科,工学,建筑类,城乡规划
南京林业大学,理科,本科一批,487,490,484,7432,本科,农学,林学类,园林
南京林业大学,理科,本科一批,489,499,480,7922,本科,经济学,金融学类,金融工程
南京林业大学,理科,本科一批,481,483,479,8041,本科,工学,机械类,工业设计（家具设计）
南京林业大学,理科,本科一批,479,484,475,8564,本科,工学,林业工程类,木材科学与工程
南京林业大学,理科,本科一批,476,478,473,8826,本科,管理学,工商管理类,工商管理类
南京林业大学,理科,本科一批,483,495,472,8973,本科,工学,计算机类,软件工程（嵌入式培养）
南京林业大学,理科,本科一批,492,512,472,8973,本科,工学,材料类,高分子材料与工程
南京林业大学,理科,本科一批,474,476,472,8973,本科,工学,电气类,电气工程及其自动化
南京林业大学,理科,本科一批,473,475,472,8973,本科,工学,自动化类,自动化
南京林业大学,理科,本科一批,472,475,470,9301,本科,管理学,管理科学与工程类,工程管理
南京林业大学,理科,本科一批,475,481,470,9301,本科,工学,材料类,材料化学
南京林业大学,理科,本科一批,469,469,469,9461,本科,理学,数学类,信息与计算科学
南京林业大学,理科,本科一批,473,477,469,9461,本科,工学,生物工程类,生物工程
南京林业大学,理科,本科一批,469,470,468,9601,本科,工学,测绘类,测绘工程
南京林业大学,理科,本科一批,469,470,468,9601,本科,工学,能源动力类,新能源科学与工程
南京林业大学,理科,本科一批,469,472,467,9737,本科,工学,化工与制药类,化学工程与工艺
南京林业大学,理科,本科一批,473,485,466,9874,本科,工学,土木类,土木工程（建筑工程）
南京林业大学,理科,本科一批,468,470,466,9874,本科,理学,地理科学类,地理信息科学
南京林业大学,理科,本科一批,465,469,463,10303,本科,工学,轻工类,轻化工程（制浆造纸工程）
南京林业大学,理科,本科一批,481,-,-,-,本科,工学,机械类,工业设计
南京林业大学,理科,本科一批,478,-,-,-,本科,工学,计算机类,软件工程
南京林业大学,理科,本科一批,473,-,-,-,本科,工学,土木类,土木工程
南京林业大学,理科,本科一批,465,-,-,-,本科,工学,轻工类,轻化工程
南京林业大学,文科,本科一批,531,533,530,1691,本科,法学,法学类,法学
南京林业大学,文科,本科一批,531,533,529,1746,本科,文学,中国语言文学类,汉语言文学
南京林业大学,文科,本科一批,527,529,525,1944,本科,文学,外国语言文学类,英语
南昌大学,文科,本科一批,-,-,550,962,本科,法学,法学类,法学类（法学、知识产权）
南昌大学,文科,本科一批,-,-,547,1055,本科,文学,新闻传播学类,广播电视学
南昌大学,文科,本科一批,-,-,546,1089,本科,经济学,经济与贸易类,国际经济与贸易
南昌大学,文科,本科一批,-,-,545,1120,本科,医学,护理学类,护理学
太原科技大学,理科,本科二批,451,-,-,-,本科,工学,电子信息类,光电信息科学与工程
太原科技大学,理科,本科二批,441,-,-,-,本科,工学,材料类,材料科学与工程
太原科技大学,理科,本科二批,457,-,-,-,本科,工学,机械类,机械工程
太原科技大学,理科,本科二批,461,-,-,-,本科,工学,机械类,材料成型及控制工程
太原科技大学,理科,本科二批,459,-,-,-,本科,工学,机械类,机械电子工程
河南理工大学,理科,本科二批,447,-,-,-,本科,工学,化工与制药类,化学工程与工艺
河南理工大学,理科,本科二批,450,-,-,-,本科,工学,电子信息类,通信工程
河南理工大学,理科,本科二批,437,-,-,-,本科,工学,环境科学与工程类,环境工程
河南理工大学,理科,本科二批,448,-,-,-,本科,工学,矿业类,采矿工程
河南理工大学,理科,本科二批,448,-,-,-,本科,工学,交通运输类,交通工程
河南理工大学,理科,本科二批,446,-,-,-,本科,工学,安全科学与工程类,安全工程
河南理工大学,理科,本科二批,451,-,-,-,本科,工学,材料类,材料类
河南理工大学,理科,本科二批,448,-,-,-,本科,工学,自动化类,自动化类
河南理工大学,理科,本科二批,451,-,-,-,本科,工学,土木类,土木类
河南理工大学,理科,本科二批,451,-,-,-,本科,工学,机械类,机械类
河南理工大学,理科,本科二批,442,-,-,-,本科,工学,测绘类,测绘类
河南理工大学,理科,本科二批,428,-,-,-,本科,工学,地质类,地质类
河南理工大学,理科,本科二批,443,-,-,-,本科,工学,电气类,电气类（中外合作办学）
河南理工大学,理科,本科二批,443,-,-,-,本科,工学,计算机类,计算机类（中外合作办学）
河南理工大学,理科,本科二批,436,-,-,-,本科,工学,土木类,土木类（中外合作办学）
河南理工大学,理科,本科二批,437,-,-,-,本科,工学,机械类,机械类（中外合作办学）
北京工商大学,理科,本科一批,506,-,-,-,本科,理学,化学类,应用化学
北京工商大学,理科,本科一批,513,-,-,-,本科,工学,材料类,高分子材料与工程
北京工商大学,理科,本科一批,509,-,-,-,本科,管理学,物流管理与工程类,物流管理
北京工商大学,理科,本科一批,513,-,-,-,本科,经济学,金融学类,金融学类
北京工商大学,理科,本科一批,518,-,-,-,本科,管理学,工商管理类,工商管理类
北京工商大学,理科,本科一批,520,-,-,-,本科,工学,计算机类,计算机类
北京工商大学,理科,本科一批,509,-,-,-,本科,理学,数学类,数学类
北京工商大学,理科,本科一批,506,-,-,-,本科,工学,食品科学与工程类,食品科学与工程类
北京工商大学,文科,本科一批,554,-,-,-,本科,文学,新闻传播学类,新闻传播学类
北京工商大学,文科,本科一批,532,-,-,-,本科,经济学,金融学类,金融学类
江苏科技大学,理科,本科一批,483,-,-,-,本科,工学,电子信息类,电子信息工程
江苏科技大学,理科,本科一批,480,-,-,-,本科,工学,机械类,机械电子工程
江苏科技大学,理科,本科一批,486,-,-,-,本科,工学,机械类,机械设计制造及其自动化
江苏科技大学,理科,本科一批,482,-,-,-,本科,工学,土木类,建筑环境与能源应用工程
江苏科技大学,理科,本科一批,485,-,-,-,本科,工学,能源动力类,能源与动力工程
江苏科技大学,理科,本科一批,505,-,-,-,本科,工学,电气类,电气工程及其自动化
江苏科技大学,理科,本科一批,488,-,-,-,本科,工学,计算机类,物联网工程
江苏科技大学,理科,本科一批,468,-,-,-,本科,理学,化学类,应用化学
江苏科技大学,理科,本科一批,480,-,-,-,本科,工学,机械类,材料成型及控制工程
江苏科技大学,理科,本科一批,470,-,-,-,本科,工学,材料类,金属材料工程
江苏科技大学,理科,本科一批,482,-,-,-,本科,工学,材料类,新能源材料与器件
江苏科技大学,理科,本科一批,487,-,-,-,本科,工学,电子信息类,通信工程
江苏科技大学,理科,本科一批,479,-,-,-,本科,工学,自动化类,自动化
江苏科技大学,理科,本科一批,485,-,-,-,本科,工学,计算机类,计算机科学与技术
江苏科技大学,理科,本科一批,492,-,-,-,本科,工学,土木类,土木工程
江苏科技大学,理科,本科一批,482,-,-,-,本科,工学,交通运输类,轮机工程
江苏科技大学,理科,本科一批,480,-,-,-,本科,工学,环境科学与工程类,环境工程
江苏科技大学,理科,本科一批,477,-,-,-,本科,工学,生物工程类,生物工程
江苏科技大学,理科,本科一批,481,-,-,-,本科,管理学,管理科学与工程类,信息管理与信息系统
江苏科技大学,理科,本科一批,473,-,-,-,本科,管理学,工业工程类,工业工程
江苏科技大学,理科,本科一批,489,-,-,-,本科,工学,材料类,焊接技术与工程
江苏科技大学,理科,本科一批,484,-,-,-,本科,工学,电子信息类,电子信息科学与技术
江苏科技大学,理科,本科一批,482,-,-,-,本科,管理学,管理科学与工程类,工程管理
江苏科技大学,文科,本科一批,532,-,-,-,本科,管理学,工商管理类,财务管理
江苏科技大学,文科,本科一批,540,-,-,-,本科,法学,政治学类,政治学与行政学
江苏科技大学,文科,本科一批,533,-,-,-,本科,文学,外国语言文学类,英语
江苏科技大学,文科,本科一批,550,-,-,-,本科,文学,外国语言文学类,翻译
江苏科技大学,文科,本科一批,551,-,-,-,本科,管理学,工商管理类,会计学
江苏科技大学,文科,本科一批,532,-,-,-,本科,管理学,旅游管理类,旅游管理
江苏科技大学,文科,本科一批,535,-,-,-,本科,经济学,经济学类,经济学
江苏科技大学,文科,本科一批,536,-,-,-,本科,经济学,金融学类,金融工程
江苏科技大学,文科,本科一批,532,-,-,-,本科,管理学,工商管理类,工商管理
江苏科技大学,文科,本科一批,533,-,-,-,本科,管理学,工商管理类,人力资源管理
西安医学院,理科,本科二批,498,520,484,7432,本科,医学,临床医学类,临床医学
西安医学院,理科,本科二批,483,484,481,7792,本科,医学,医学技术类,医学检验技术
西安医学院,理科,本科二批,476,478,475,8564,本科,医学,公共卫生与预防医学类,预防医学
西安医学院,理科,本科二批,476,479,474,8701,本科,医学,药学类,药学
西安医学院,理科,本科二批,474,478,472,8973,本科,医学,中药学类,中药学
西安医学院,理科,本科二批,464,472,455,11532,本科,医学,护理学类,护理学
西安医学院,文科,本科二批,497,498,496,3783,本科,管理学,公共管理类,公共事业管理
西安医学院,文科,本科二批,492,493,492,4078,本科,医学,护理学类,护理学
西安医学院,文科,本科二批,500,509,491,4182,本科,管理学,工商管理类,市场营销
济宁医学院,理科,本科二批,459,-,-,-,本科,医学,公共卫生与预防医学类,预防医学
济宁医学院,理科,本科二批,462,-,-,-,本科,医学,中西医结合类,中西医临床医学
济宁医学院,理科,本科二批,452,-,-,-,本科,医学,护理学类,护理学
济宁医学院,理科,本科二批,462,-,-,-,本科,医学,临床医学类,临床医学
济宁医学院,理科,本科二批,450,-,-,-,本科,医学,临床医学类,精神医学
湖北经济学院,理科,本科二批,460,-,-,-,本科,经济学,金融学类,金融学类
湖北经济学院,理科,本科二批,466,-,-,-,本科,管理学,工商管理类,资产评估
湖北经济学院,理科,本科二批,470,-,-,-,本科,经济学,财政学类,财政学类
湖北经济学院,文科,本科二批,517,-,-,-,本科,经济学,金融学类,金融学类
湖北经济学院,文科,本科二批,504,-,-,-,本科,管理学,工商管理类,资产评估
湖北经济学院,文科,本科二批,517,-,-,-,本科,经济学,财政学类,财政学类
南京农业大学,理科,本科一批,514,516,512,4507,本科,管理学,公共管理类,土地资源管理
南京农业大学,理科,本科一批,514,516,512,4507,本科,管理学,管理科学与工程类,信息管理与信息系统
南京农业大学,理科,本科一批,518,525,510,4689,本科,农学,植物生产类,植物保护
南京农业大学,理科,本科一批,506,507,503,5316,本科,工学,电子信息类,电子信息科学与技术
南京农业大学,理科,本科一批,508,515,502,5413,本科,工学,计算机类,网络工程
南京农业大学,理科,本科一批,507,510,502,5413,本科,农学,植物生产类,种子科学与工程
南京农业大学,理科,本科一批,504,506,502,5413,本科,农学,动物生产类,动物科学
南京农业大学,理科,本科一批,503,504,502,5413,本科,农学,草学类,草业科学
南京农业大学,理科,本科一批,504,508,500,5610,本科,管理学,物流管理与工程类,物流工程
南京农业大学,理科,本科一批,504,509,499,5699,本科,管理学,工业工程类,工业工程
南京农业大学,理科,本科一批,499,499,498,5810,本科,工学,农业工程类,农业机械化及其自动化
宁夏医科大学,理科,本科一批,501,-,-,-,本科,医学,公共卫生与预防医学类,预防医学
宁夏医科大学,理科,本科一批,520,-,-,-,本科,医学,临床医学类,临床医学
宁夏医科大学,理科,本科一批,507,-,-,-,本科,医学,临床医学类,麻醉学
宁夏医科大学,理科,本科一批,507,-,-,-,本科,医学,临床医学类,医学影像学
宁夏医科大学,理科,本科一批,509,-,-,-,本科,医学,口腔医学类,口腔医学
宁夏医科大学,理科,本科一批,506,-,-,-,本科,医学,中西医结合类,中西医临床医学
宁夏医科大学,理科,本科一批,504,-,-,-,本科,医学,中医学类,中医学
宁夏医科大学,理科,本科一批,495,-,-,-,本科,医学,中医学类,针灸推拿学
宁夏医科大学,理科,本科一批,479,-,-,-,本科,医学,护理学类,护理学
宁夏医科大学,理科,本科一批,486,-,-,-,本科,医学,药学类,药学
宁夏医科大学,理科,本科一批,497,-,-,-,本科,医学,中药学类,中药学
宁夏医科大学,理科,本科一批,502,-,-,-,本科,医学,医学技术类,医学检验技术
宁夏医科大学,理科,本科一批,494,-,-,-,本科,医学,药学类,临床药学
宁夏医科大学,理科,本科一批,497,-,-,-,本科,医学,医学技术类,康复治疗学
宁夏医科大学,理科,本科一批,491,-,-,-,本科,医学,中医学类,回医学
宁夏医科大学,文科,本科一批,533,-,-,-,本科,医学,中医学类,中医学
宁夏医科大学,文科,本科一批,521,-,-,-,本科,医学,中医学类,针灸推拿学
宁夏医科大学,文科,本科一批,503,-,-,-,本科,医学,护理学类,护理学
宁夏医科大学,文科,本科一批,514,-,-,-,本科,医学,中医学类,回医学
宁夏医科大学,理科,本科二批,434,-,-,-,本科,工学,电子信息类,电子信息科学与技术
宁夏医科大学,理科,本科二批,429,-,-,-,本科,管理学,公共管理类,公共事业管理
宁夏医科大学,理科,本科二批,443,-,-,-,本科,理学,生物科学类,生物技术
宁夏医科大学,文科,本科二批,488,-,-,-,本科,管理学,公共管理类,公共事业管理
沈阳医学院,理科,本科二批,478,-,-,-,本科,医学,临床医学类,临床医学
沈阳医学院,理科,本科二批,460,-,-,-,本科,医学,公共卫生与预防医学类,预防医学
沈阳医学院,理科,本科二批,454,-,-,-,本科,医学,护理学类,护理学
沈阳医学院,理科,本科二批,480,-,-,-,本科,医学,口腔医学类,口腔医学
沈阳医学院,理科,本科二批,473,-,-,-,本科,医学,医学技术类,医学检验技术
沈阳医学院,理科,本科二批,473,-,-,-,本科,医学,临床医学类,麻醉学
沈阳医学院,理科,本科二批,469,-,-,-,本科,医学,医学技术类,康复治疗学
沈阳医学院,理科,本科二批,467,-,-,-,本科,工学,食品科学与工程类,食品质量与安全
沈阳医学院,理科,本科二批,477,-,-,-,本科,医学,药学类,药学
沈阳医学院,理科,本科二批,473,-,-,-,本科,医学,临床医学类,医学影像学
青海民族大学,理科,本科二批,437,437,437,14446,本科,工学,计算机类,计算机科学与技术
青海民族大学,理科,本科二批,470,487,437,14446,本科,文学,外国语言文学类,阿拉伯语（经贸方向）
青海民族大学,理科,本科二批,434,434,434,14938,本科,工学,计算机类,计算机科学与技术（软件工程）
青海民族大学,理科,本科二批,417,-,-,-,本科,文学,外国语言文学类,阿拉伯语
青海民族大学,文科,本科二批,489,489,489,4341,本科,文学,新闻传播学类,广播电视学
青海民族大学,文科,本科二批,467,-,-,-,本科,文学,外国语言文学类,阿拉伯语
天津医科大学,理科,本科一批,553,-,-,-,本科,医学,医学技术类,医学检验技术
天津医科大学,理科,本科一批,576,-,-,-,本科,医学,药学类,药物制剂
天津医科大学,理科,本科一批,576,-,-,-,本科,工学,生物医学工程类,生物医学工程
天津医科大学,理科,本科一批,553,-,-,-,本科,医学,医学技术类,康复治疗学
天津医科大学,理科,本科一批,571,-,-,-,本科,医学,护理学类,护理学
天津医科大学,理科,本科一批,587,-,-,-,本科,医学,口腔医学类,口腔医学
天津医科大学,理科,本科一批,592,-,-,-,本科,医学,临床医学类,临床医学
天津医科大学,理科,本科一批,563,-,-,-,本科,医学,临床医学类,医学影像学
华中科技大学,理科,本科一批,599,-,-,-,本科,经济学,金融学类,金融学
华中科技大学,理科,本科一批,599,-,-,-,本科,理学,物理学类,应用物理学
华中科技大学,理科,本科一批,591,-,-,-,本科,理学,化学类,应用化学
华中科技大学,理科,本科一批,620,-,-,-,本科,工学,机械类,机械设计制造及其自动化
华中科技大学,理科,本科一批,599,-,-,-,本科,工学,仪器类,测控技术与仪器
华中科技大学,理科,本科一批,604,-,-,-,本科,工学,能源动力类,能源与动力工程
华中科技大学,理科,本科一批,614,-,-,-,本科,工学,电子信息类,电子信息工程
华中科技大学,理科,本科一批,624,-,-,-,本科,工学,计算机类,计算机科学与技术
华中科技大学,理科,本科一批,626,-,-,-,本科,工学,电气类,电气工程及其自动化
华中科技大学,理科,本科一批,584,-,-,-,本科,工学,环境科学与工程类,环境工程
华中科技大学,理科,本科一批,599,-,-,-,本科,工学,生物医学工程类,生物医学工程
华中科技大学,理科,本科一批,596,-,-,-,本科,工学,生物工程类,生物制药
华中科技大学,理科,本科一批,592,-,-,-,本科,管理学,管理科学与工程类,工程管理
华中科技大学,理科,本科一批,620,-,-,-,本科,工学,电子信息类,光电信息科学与工程
华中科技大学,理科,本科一批,607,-,-,-,本科,工学,材料类,材料科学与工程
华中科技大学,理科,本科一批,597,-,-,-,本科,管理学,物流管理与工程类,物流管理
华中科技大学,理科,本科一批,599,-,-,-,本科,管理学,工商管理类,国际商务
华中科技大学,文科,本科一批,592,-,-,-,本科,法学,社会学类,社会学
华中科技大学,文科,本科一批,582,-,-,-,本科,文学,中国语言文学类,汉语言文学
华中科技大学,文科,本科一批,596,-,-,-,本科,管理学,工商管理类,财务管理
华中科技大学,文科,本科一批,582,-,-,-,本科,文学,新闻传播学类,广告学
湖南师范大学,理科,本科一批,530,530,529,3262,本科,理学,生物科学类,生物科学
湖南师范大学,理科,本科一批,525,526,524,3580,本科,理学,化学类,化学
湖南师范大学,理科,本科一批,530,535,524,3580,本科,理学,物理学类,应用物理学
湖南师范大学,理科,本科一批,523,524,522,3740,本科,理学,地理科学类,自然地理与资源环境
湖南师范大学,文科,本科一批,564,565,562,657,本科,文学,中国语言文学类,汉语言文学
湖南师范大学,文科,本科一批,558,558,557,775,本科,法学,社会学类,社会学
湖南师范大学,文科,本科一批,566,576,556,798,本科,管理学,旅游管理类,会展经济与管理
湖南师范大学,文科,本科一批,557,559,555,834,本科,法学,法学类,法学
湖南师范大学,文科,本科一批,553,553,553,882,本科,管理学,旅游管理类,旅游管理
商洛学院,理科,本科二批,430,-,-,-,本科,农学,林学类,园林
商洛学院,文科,本科二批,488,-,-,-,本科,管理学,工商管理类,文化产业管理
商洛学院,文科,本科二批,475,-,-,-,本科,法学,社会学类,社会工作
西安工程大学,理科,本科一批,465,466,465,10030,本科,工学,机械类,机械设计制造及其自动化
西安工程大学,理科,本科一批,462,466,459,10912,本科,工学,计算机类,计算机科学与技术
西安工程大学,理科,本科一批,457,458,457,11221,本科,理学,数学类,信息与计算科学
西安工程大学,理科,本科一批,455,456,455,11532,本科,工学,纺织类,非织造材料与工程
西安工程大学,理科,本科一批,455,455,455,11532,本科,工学,轻工类,轻化工程
