学校名称,计划数,最低分数
黑龙江科技大学,20,422.170076100
佳木斯大学,10,413.129091100
哈尔滨医科大学,5,431.152067105
黑龙江中医药大学,4,427.158083090
哈尔滨师范大学,12,417.198089084
齐齐哈尔大学,13,411.144085090
齐齐哈尔医学院,5,439.186088096
哈尔滨学院,3,410.141073095
哈尔滨金融学院,6,419.164054099
黑龙江工程学院,2,427.169076106
黑龙江财经学院,14,377.152060092
哈尔滨远东理工学院,15,378.165056087
哈尔滨华德学院,40,373.152053085
上海应用技术大学,10,435.175077089
上海工程技术大学,2,437.176078088
上海商学院,5,443.170079099
上海第二工业大学,30,433.186087106
上海海关学院,5,440.159082099
上海杉达学院,11,381.136067084
上海建桥学院,20,371.129069094
上海外国语大学贤达经济人文学院,5,382.132060094
上海立达学院,18,371.139047095
南通大学,15,431.151080097
陆军工程大学,4,432.184071098
盐城工学院,5,417.175069089
盐城师范学院,5,414.160088083
金陵科技学院,10,430.173085090
徐州工程学院,5,411.157075096
南京工程学院,35,430.160086098
南京航空航天大学金城学院,6,396.157043099
南京信息工程大学滨江学院,14,404.165065100
南京邮电大学通达学院,8,400.171081092
南京审计大学金审学院,5,419.149064109
常州大学怀德学院,13,392.141054108
南京特殊教育师范学院,4,422.182081094
嘉兴学院,25,419.184062120
浙江传媒学院,16,432.181064100
宁波大学科学技术学院,8,394.156076097
淮北师范大学,7,435.185075091
淮南师范学院,20,417.151042115
安徽文达信息工程学院,3,370.140067083
蚌埠工商学院,7,369.161049085
亳州学院,7,409.146064088
福建农林大学,14,414.155070097
集美大学,21,437.178073095
福建医科大学,6,441.168080092
福建技术师范学院,10,401.136056110
福建工程学院,33,371.163062084
闽江学院,7,414.140070091
厦门理工学院,9,425.178048105
三明学院,9,408.140072090
龙岩学院,11,407.148047096
福建商学院,6,395.149067109
福建江夏学院,3,415.148075093
武夷学院,4,411.166081093
厦门大学嘉庚学院,25,409.144054095
福州大学至诚学院,18,383.155082098
厦门工学院,19,388.130067092
江西农业大学,8,415.186058090
江西科技师范大学,4,416.141079081
赣南医学院,11,415.154059103
上饶师范学院,8,422.141078099
井冈山大学,4,428.143065115
南昌工程学院,6,420.186088098
新余学院,6,411.137077099
九江学院,14,413.171080096
南昌理工学院,10,382.137055089
江西科技学院,2,389.174084061
南昌工学院,5,378.161056101
江西工程学院,3,388.140065099
华东交通大学理工学院,10,396.136070100
东华理工大学长江学院,7,390.147075083
江西理工大学应用科学学院,8,393.156064109
江西中医药大学科技学院,3,413.131085094
江西师范大学科学技术学院,4,389.190067089
江西财经大学现代经济管理学院,6,385.159062099
萍乡学院,2,409.110095092
青岛理工大学,60,437.192078098
山东建筑大学,15,413.168077093
山东农业大学,8,414.164058112
青岛农业大学,25,383.150081083
潍坊医学院,15,453.167085103
鲁东大学,6,422.143076099
烟台大学,25,425.141079097
滨州医学院,20,429.166080101
德州学院,5,399.124072098
菏泽学院,6,407.154062092
潍坊学院,22,417.180076097
山东交通学院,26,413.181072091
山东工商学院,20,397.118085100
济宁医学院,10,422.167074095
滨州学院,15,408.146078101
齐鲁医药学院,15,403.164054102
山东现代学院,8,392.153046100
烟台南山学院,14,386.155055108
青岛工学院,27,379.122075089
青岛黄海学院,12,376.151054092
山东协和学院,19,385.181052085
山东英才学院,8,378.161073097
青岛恒星科技学院,7,376.128072090
烟台大学文经学院,7,390.152061099
青岛理工大学琴岛学院,19,385.154076099
山东科技大学泰山科技学院,4,377.137076087
聊城大学东昌学院,4,401.145051108
齐鲁理工学院,3,403.151076096
齐鲁理工学院,3,403.151076096
齐鲁理工学院,3,403.151076096
河南理工大学,25,420.178069106
郑州轻工业大学,26,423.172094086
河南工业大学,42,426.161055110
河南科技大学,55,413.170067102
中原工学院,27,404.168073090
河南中医药大学,6,430.156056103
信阳师范学院,15,414.135071104
洛阳师范学院,8,417.134077096
河南工程学院,18,411.168067090
河南农业大学,6,398.158055082
郑州航空工业管理学院,6,414.159077093
平顶山学院,7,414.154054105
河南科技学院,18,400.170067092
周口师范学院,4,420.152085085
许昌学院,13,410.143089093
南阳师范学院,12,407.144068098
洛阳理工学院,8,416.155081102
安阳工学院,6,406.169078087
南阳理工学院,35,412.162068089
河南城建学院,12,407.142094100
郑州师范学院,3,437.173071107
黄河科技学院,6,383.128071103
郑州工业应用技术学院,15,386.151070097
河南大学民生学院,24,380.107069101
信阳学院,6,375.167053089
郑州工程技术学院,14,401.135058106
河南财政金融学院,10,413.160068090
河南工学院,10,400.129075100
武汉轻工大学,5,430.158067100
武汉纺织大学,2,420.164079093
湖北中医药大学,7,434.167083097
湖北文理学院,9,410.144090096
湖北理工学院,15,369.136061083
湖北医药学院,10,420.154059106
湖北经济学院,7,430.185095095
黄冈师范学院,6,423.160076098
武汉生物工程学院,14,393.134064104
武昌理工学院,2,391.130067110
武昌工学院,10,384.134096101
武汉科技大学城市学院,4,400.141075096
三峡大学科技学院,7,393.156063077
湖北医药学院药护学院,12,404.148068105
长江大学文理学院,4,393.135091094
湖北文理学院理工学院,6,379.184053078
文华学院,14,391.151061083
武汉华夏理工学院,7,385.133101091
湖南理工学院,5,417.158058105
湖南财政经济学院,12,429.163084098
衡阳师范学院,7,403.180070099
邵阳学院,20,410.149055107
湖南文理学院,4,412.155074085
湖南人文科技学院,5,413.159080092
湖南工商大学,8,434.160060112
湖南城市学院,19,411.164075093
湖南工学院,30,400.130062093
湖南医药学院,5,437.192057103
长沙医学院,12,399.152065110
湖南涉外经济学院,6,381.133061083
南华大学船山学院,3,394.156077081
湖南理工学院南湖学院,2,382.136065095
长沙理工大学城南学院,13,401.168071096
广州体育学院,2,400.133077102
韶关学院,5,397.142059097
惠州学院,2,409.130069102
广东金融学院,5,442.168088097
广东技术师范大学,15,421.143100102
广州商学院,6,378.108080092
北京理工大学珠海学院,5,393.122071094
吉林大学珠海学院,9,399.136061089
广西科技大学,29,410.176069092
广西民族大学,9,413.136065092
桂林理工大学,16,414.167073089
梧州学院,5,404.150072105
北部湾大学,18,404.163051104
桂林旅游学院,2,408.135066108
海南师范大学,12,440.177067107
海南医学院,20,426.180088086
海南热带海洋学院,5,412.148083097
三亚学院,3,392.140072089
海口经济学院,15,375.140052100
琼台师范学院,8,413.139060108
海南科技职业大学,2,379.147061098
重庆工商大学,21,434.154072106
重庆文理学院,15,419.162069104
重庆三峡学院,4,418.167060104
长江师范学院,19,385.137061083
重庆科技学院,10,408.171049102
重庆工程学院,17,379.139067087
重庆大学城市科技学院,30,388.117056100
重庆人文科技学院,20,394.178068091
四川外国语大学重庆南方翻译学院,11,387.137049100
重庆师范大学涉外商贸学院,16,400.145070096
重庆工商大学派斯学院,7,399.142059100
重庆邮电大学移通学院,47,392.160069091
重庆工商大学融智学院,3,402.149066108
西南科技大学,8,429.164067099
中国民用航空飞行学院,27,408.130070098
川北医学院,7,456.174066101
西南民族大学,81,419.176074086
四川轻化工大学,7,422.159081106
成都医学院,6,432.162074098
绵阳师范学院,6,419.151089115
内江师范学院,5,381.160065089
宜宾学院,8,411.137080096
四川文理学院,6,400.191064094
乐山师范学院,19,413.159087092
成都工业学院,30,426.164076106
攀枝花学院,6,408.160063103
成都东软学院,7,399.155073103
吉利学院,2,368.127057101
电子科技大学成都学院,25,404.161063088
成都理工大学工程技术学院,18,394.168077087
成都银杏酒店管理学院,10,377.153068093
四川工商学院,5,382.129056098
四川外国语大学成都学院,20,396.140049094
西南财经大学天府学院,25,392.138065100
四川文化艺术学院,6,381.154061097
四川工业科技学院,10,385.149077090
贵州医科大学,4,455.169088101
贵州财经大学,3,402.159068099
贵州理工学院,8,411.147074096
遵义师范学院,6,415.144068094
贵州财经大学商务学院,5,389.169072093
西南林业大学,10,403.171051098
昆明医科大学,1,440.174070093
大理大学,6,423.148077103
云南财经大学,5,417.156066100
云南农业大学,10,418.136080111
云南民族大学,2,423.167066089
云南大学旅游文化学院,61,376.132050090
昆明医科大学海源学院,4,406.171069104
云南师范大学文理学院,22,383.135064097
昆明理工大学津桥学院,16,385.151031115
西安工程大学,21,432.155069092
延安大学,9,419.190067110
陕西理工大学,2,438.166092095
咸阳师范学院,12,434.162098092
西安文理学院,8,424.171077102
榆林学院,15,411.169088093
商洛学院,4,416.134081102
安康学院,2,408.155063100
西安医学院,22,443.188078102
西安欧亚学院,8,383.149057100
西安外事学院,4,387.167082086
西安翻译学院,12,387.127062092
西京学院,4,393.114063105
西安思源学院,17,395.145062101
陕西国际商贸学院,9,389.148047097
西安明德理工学院,18,377.139081086
陕西服装工程学院,2,384.127045104
西安交通工程学院,1,401.136060088
陕西科技大学镐京学院,11,383.164083080
西安交通大学城市学院,5,411.132084106
西安建筑科技大学华清学院,9,386.157067093
西安工商学院,2,388.156056093
延安大学西安创新学院,16,377.130061091
西安理工大学高科学院,15,384.118054098
西安科技大学高新学院,12,387.147052104
西安汽车职业大学,10,370.139067090
西安信息职业大学,9,381.133065099
甘肃农业大学,5,418.155076098
西北师范大学,12,431.155084102
兰州财经大学,25,430.154090106
西北民族大学,45,419.168069094
甘肃政法大学,2,421.147072086
甘肃中医药大学,11,437.183053110
甘肃医学院,12,431.166064099
陇东学院,9,410.165086088
兰州城市学院,6,409.141083100
甘肃民族师范学院,4,418.168072087
天水师范学院,10,421.141068097
河西学院,4,406.137084093
西北师范大学知行学院,4,401.158075088
兰州财经大学陇桥学院,12,394.144077097
兰州财经大学长青学院,5,405.153066089
兰州交通大学博文学院,13,397.188070086
兰州理工大学技术工程学院,10,393.168055089
兰州文理学院,4,418.175088091
青海民族大学,2,412.169065094
青海大学昆仑学院,15,397.150058092
宁夏医科大学,75,423.160072092
北方民族大学,205,425.139078089
宁夏师范学院,494,426.130080089
宁夏理工学院,253,383.139055086
银川能源学院,866,368.125043094
宁夏大学新华学院,,386.175055102
中国矿业大学银川学院,930,368.092039110
塔里木大学,62,405.178077082
新疆农业大学,10,409.137096088
新疆财经大学,21,415.128061093
新疆师范大学,16,420.154091101
喀什大学,14,410.146089083
新疆医科大学厚博学院,4,406.164076082
新疆科技学院,46,391.151073087
新疆工程学院,20,407.154089098
伊犁师范大学,14,409.170066100
石河子大学科技学院,37,380.151073092
新疆天山职业技术大学,7,374.128064103
