学校名称,计划数,最低分数
贵州大学,14,475.180095097
云南大学,7,511.211104098
昆明理工大学,60,446.163095083
昆明医科大学,5,504.208090111
西安交通大学,34,618.242128110
西北工业大学,40,580.238131111
西北农林科技大学,48,517.199108111
西北大学,33,527.206104115
西安电子科技大学,62,571.236131106
长安大学,75,511.210094110
西安理工大学,17,494.188093097
西安工业大学,32,461.175066094
西安建筑科技大学,12,484.233092100
西安科技大学,69,483.197090104
西安石油大学,35,462.172089089
陕西科技大学,30,471.200067094
陕西中医药大学,12,478.155079104
西安外国语大学,15,500.194070115
西北政法大学,11,534.215092102
西安财经大学,16,462.175079104
西安邮电大学,15,503.199103102
兰州大学,4,526.221096106
兰州大学,4,526.221096106
兰州理工大学,41,453.189076106
兰州交通大学,71,462.163088098
西北师范大学,11,471.183068098
西北民族大学,139,440.175075093
甘肃政法大学,5,452.168076103
甘肃中医药大学,11,467.174078100
甘肃中医药大学,11,467.174078100
青海大学,10,461.190072104
宁夏大学,360,434.132085087
宁夏大学,360,434.132085087
宁夏大学,360,434.132085087
宁夏医科大学,372,495.199083096
北方民族大学,260,437.145086086
新疆大学,44,435.185067088
石河子大学,25,442.168080105
石河子大学,25,442.168080105
