学校名称,科类,批次,平均分,最高分,最低分,最低位次,学位,学科门类,专业,专业名称
安康学院,理科,本科二批,-,-,408,15004,本科,工学,食品科学与工程类,食品科学与工程
安康学院,文科,本科二批,-,-,487,4747,本科,理学,地理科学类,地理科学
西北民族大学,理科,本科二批,-,-,434,10993,本科,管理学,工商管理类,会计学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,428,11838,本科,医学,临床医学类,临床医学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,428,11838,本科,经济学,金融学类,金融学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,427,11997,本科,医学,口腔医学类,口腔医学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,425,12284,本科,经济学,经济学类,经济学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,424,12433,本科,管理学,工商管理类,工商管理（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,424,12433,本科,管理学,工商管理类,财务管理（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,424,12433,本科,工学,生物工程类,生物工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,423,12583,本科,理学,数学类,数学与应用数学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,422,12743,本科,经济学,经济与贸易类,国际经济与贸易（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,421,12874,本科,经济学,金融学类,保险学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,421,12874,本科,工学,电气类,电气工程及其自动化（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,420,13048,本科,医学,医学技术类,医学检验技术（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,420,13048,本科,工学,计算机类,计算机科学与技术（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,419,13190,本科,理学,心理学类,应用心理学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,418,13355,本科,工学,自动化类,自动化（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,418,13355,本科,工学,土木类,土木工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,417,13520,本科,工学,计算机类,物联网工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,417,13520,本科,工学,电子信息类,通信工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,417,13520,本科,理学,数学类,信息与计算科学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,416,13700,本科,工学,计算机类,软件工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,416,13700,本科,理学,化学类,应用化学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,416,13700,本科,医学,护理学类,护理学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,工学,材料类,无机非金属材料工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,工学,化工与制药类,制药工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,工学,环境科学与工程类,环境工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,教育学,教育学类,教育技术学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,工学,电子信息类,电子信息工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,农学,动物医学类,动物医学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,工学,食品科学与工程类,食品科学与工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,415,13865,本科,工学,材料类,高分子材料与工程（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,414,14024,本科,工学,化工与制药类,化学工程与工艺（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,414,14024,本科,理学,生物科学类,生物技术（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,414,14024,本科,工学,计算机类,数字媒体技术（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,414,14024,本科,农学,动物生产类,动物科学（只招收少数民族考生）
西北民族大学,理科,本科二批,-,-,414,14024,本科,历史学,历史学类,文物保护技术（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,503,3433,本科,经济学,金融学类,金融学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,502,3512,本科,管理学,工商管理类,会计学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,500,3681,本科,文学,中国语言文学类,汉语言文学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,499,3762,本科,经济学,经济学类,经济学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,497,3911,本科,管理学,工商管理类,工商管理（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,497,3911,本科,历史学,历史学类,历史学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,496,4008,本科,文学,新闻传播学类,广告学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,496,4008,本科,文学,外国语言文学类,阿拉伯语（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,496,4008,本科,管理学,公共管理类,公共事业管理（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,496,4008,本科,文学,外国语言文学类,英语（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,496,4008,本科,法学,法学类,法学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,496,4008,本科,历史学,历史学类,文物与博物馆学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,理学,心理学类,应用心理学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,管理学,旅游管理类,旅游管理（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,法学,社会学类,社会学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,法学,社会学类,社会工作（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,文学,中国语言文学类,汉语国际教育（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,法学,民族学类,民族学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,495,4087,本科,文学,新闻传播学类,新闻学（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,494,4158,本科,文学,中国语言文学类,中国少数民族语言文学（维吾尔语言）（只招收少数民族考生）
西北民族大学,文科,本科二批,-,-,494,4158,本科,文学,新闻传播学类,广播电视学（只招收少数民族考生）
南京林业大学,理科,本科一批,-,-,469,6711,本科,管理学,工商管理类,工商管理类
南京林业大学,理科,本科一批,-,-,462,7433,本科,农学,林学类,园林
南京林业大学,理科,本科一批,-,-,461,7535,本科,工学,电气类,电气工程及其自动化
南京林业大学,理科,本科一批,-,-,459,7752,本科,管理学,管理科学与工程类,工程管理
南京林业大学,理科,本科一批,-,-,457,7988,本科,工学,测绘类,测绘工程
南京林业大学,理科,本科一批,-,-,457,7988,本科,工学,材料类,高分子材料与工程
南京林业大学,理科,本科一批,-,-,453,8473,本科,工学,材料类,材料化学
南京林业大学,理科,本科一批,-,-,453,8473,本科,工学,林业工程类,木材科学与工程（木结构建筑）
南京林业大学,理科,本科一批,-,-,453,8473,本科,工学,林业工程类,木材科学与工程
南京林业大学,文科,本科一批,-,-,539,1420,本科,法学,法学类,法学
南京林业大学,文科,本科一批,-,-,539,1420,本科,管理学,旅游管理类,旅游管理
南昌大学,理科,本科一批,-,-,520,2832,本科,医学,临床医学类,临床医学
南昌大学,理科,本科一批,-,-,519,2888,本科,医学,临床医学类,眼视光医学
南昌大学,理科,本科一批,-,-,516,3054,本科,工学,计算机类,计算机类
南昌大学,理科,本科一批,-,-,515,3109,本科,医学,医学技术类,医学检验技术
南昌大学,理科,本科一批,-,-,513,3200,本科,医学,公共卫生与预防医学类,预防医学
南昌大学,理科,本科一批,-,-,510,3371,本科,工学,化工与制药类,制药工程
南昌大学,理科,本科一批,-,-,508,3495,本科,医学,药学类,药学
南昌大学,理科,本科一批,-,-,507,3566,本科,理学,化学类,化学类
南昌大学,理科,本科一批,-,-,506,3644,本科,工学,计算机类,软件工程
南昌大学,文科,本科一批,-,-,555,890,本科,文学,新闻传播学类,广播电视学
南昌大学,文科,本科一批,-,-,555,890,本科,法学,法学类,法学类
太原科技大学,理科,本科二批,-,-,429,11706,本科,工学,电子信息类,光电信息科学与工程
太原科技大学,理科,本科二批,-,-,427,11997,本科,工学,材料类,材料科学与工程
太原科技大学,理科,本科二批,-,-,422,12743,本科,工学,机械类,材料成型及控制工程
太原科技大学,理科,本科二批,-,-,422,12743,本科,工学,机械类,机械电子工程
河南理工大学,理科,本科二批,-,-,434,10993,本科,工学,自动化类,自动化类
河南理工大学,理科,本科二批,-,-,431,11410,本科,工学,电气类,电气类（中外合作办学）
河南理工大学,理科,本科二批,-,-,427,11997,本科,工学,机械类,机械类
河南理工大学,理科,本科二批,-,-,426,12133,本科,工学,土木类,土木类
河南理工大学,理科,本科二批,-,-,425,12284,本科,工学,交通运输类,交通工程
河南理工大学,理科,本科二批,-,-,423,12583,本科,工学,测绘类,测绘类
河南理工大学,理科,本科二批,-,-,422,12743,本科,工学,化工与制药类,化工与制药类
河南理工大学,理科,本科二批,-,-,422,12743,本科,工学,地质类,地质类
河南理工大学,理科,本科二批,-,-,421,12874,本科,工学,材料类,材料类
河南理工大学,理科,本科二批,-,-,420,13048,本科,工学,电子信息类,电子信息类
河南理工大学,理科,本科二批,-,-,419,13190,本科,工学,安全科学与工程类,安全工程
河南理工大学,理科,本科二批,-,-,415,13865,本科,工学,土木类,土木类（中外合作办学）
河南理工大学,理科,本科二批,-,-,409,14852,本科,工学,计算机类,计算机类（中外合作办学）
北京工商大学,理科,本科一批,-,-,512,3249,本科,经济学,金融学类,金融学类
北京工商大学,理科,本科一批,-,-,508,3495,本科,管理学,工商管理类,工商管理类
北京工商大学,理科,本科一批,-,-,501,4008,本科,管理学,物流管理与工程类,物流管理
北京工商大学,理科,本科一批,-,-,501,4008,本科,工学,计算机类,计算机类（经济信息管理）
北京工商大学,理科,本科一批,-,-,497,4286,本科,工学,食品科学与工程类,食品科学与工程类
北京工商大学,理科,本科一批,-,-,493,4589,本科,理学,生物科学类,生物技术（化妆品）
北京工商大学,理科,本科一批,-,-,491,4717,本科,理学,化学类,应用化学
北京工商大学,理科,本科一批,-,-,487,5044,本科,工学,材料类,高分子材料与工程
北京工商大学,文科,本科一批,-,-,553,944,本科,经济学,金融学类,金融学类
北京工商大学,文科,本科一批,-,-,549,1061,本科,文学,新闻传播学类,新闻传播学类
江苏科技大学,理科,本科一批,-,-,457,7988,本科,工学,计算机类,计算机科学与技术
江苏科技大学,理科,本科一批,-,-,456,8115,本科,工学,机械类,机械电子工程
江苏科技大学,理科,本科一批,-,-,456,8115,本科,工学,电气类,电气工程及其自动化
江苏科技大学,理科,本科一批,-,-,456,8115,本科,工学,电子信息类,电子信息科学与技术
江苏科技大学,理科,本科一批,-,-,455,8228,本科,工学,土木类,建筑环境与能源应用工程
江苏科技大学,理科,本科一批,-,-,455,8228,本科,工学,能源动力类,能源与动力工程
江苏科技大学,理科,本科一批,-,-,455,8228,本科,工学,电子信息类,通信工程
江苏科技大学,理科,本科一批,-,-,455,8228,本科,工学,土木类,土木工程
江苏科技大学,理科,本科一批,-,-,454,8356,本科,工学,电子信息类,电子信息工程
江苏科技大学,理科,本科一批,-,-,454,8356,本科,工学,计算机类,物联网工程
江苏科技大学,理科,本科一批,-,-,454,8356,本科,理学,化学类,应用化学
江苏科技大学,理科,本科一批,-,-,454,8356,本科,工学,自动化类,自动化
江苏科技大学,理科,本科一批,-,-,454,8356,本科,工学,交通运输类,轮机工程
江苏科技大学,理科,本科一批,-,-,454,8356,本科,管理学,管理科学与工程类,工程管理
江苏科技大学,理科,本科一批,-,-,453,8473,本科,工学,机械类,机械设计制造及其自动化
江苏科技大学,理科,本科一批,-,-,453,8473,本科,工学,机械类,材料成型及控制工程
江苏科技大学,理科,本科一批,-,-,453,8473,本科,工学,环境科学与工程类,环境工程
江苏科技大学,理科,本科一批,-,-,453,8473,本科,管理学,管理科学与工程类,信息管理与信息系统
江苏科技大学,理科,本科一批,-,-,452,8601,本科,理学,物理学类,应用物理学
江苏科技大学,理科,本科一批,-,-,452,8601,本科,工学,材料类,金属材料工程
江苏科技大学,理科,本科一批,-,-,452,8601,本科,工学,材料类,新能源材料与器件
江苏科技大学,理科,本科一批,-,-,452,8601,本科,管理学,工业工程类,工业工程
江苏科技大学,理科,本科一批,-,-,452,8601,本科,工学,材料类,焊接技术与工程
江苏科技大学,理科,本科一批,-,-,451,8731,本科,工学,生物工程类,生物工程
江苏科技大学,理科,本科一批,-,-,450,8866,本科,工学,食品科学与工程类,食品质量与安全
江苏科技大学,理科,本科一批,-,-,450,8866,本科,理学,统计学类,应用统计学
江苏科技大学,理科,本科一批,-,-,450,8866,本科,工学,食品科学与工程类,粮食工程
江苏科技大学,文科,本科一批,-,-,534,1616,本科,管理学,工商管理类,会计学
江苏科技大学,文科,本科一批,-,-,532,1712,本科,经济学,金融学类,金融工程
江苏科技大学,文科,本科一批,-,-,527,1955,本科,文学,外国语言文学类,翻译
江苏科技大学,文科,本科一批,-,-,526,2005,本科,经济学,经济学类,经济学
江苏科技大学,文科,本科一批,-,-,525,2068,本科,法学,政治学类,政治学与行政学
江苏科技大学,文科,本科一批,-,-,523,2193,本科,管理学,旅游管理类,旅游管理
江苏科技大学,文科,本科一批,-,-,523,2193,本科,管理学,工商管理类,工商管理
江苏科技大学,文科,本科一批,-,-,522,2258,本科,文学,外国语言文学类,英语
江苏科技大学,文科,本科一批,-,-,521,2307,本科,管理学,工商管理类,财务管理
西安医学院,理科,本科二批,-,-,457,7988,本科,医学,临床医学类,临床医学
西安医学院,理科,本科二批,-,-,457,7988,本科,医学,医学技术类,医学检验技术
西安医学院,理科,本科二批,-,-,452,8601,本科,医学,公共卫生与预防医学类,预防医学
西安医学院,理科,本科二批,-,-,451,8731,本科,医学,药学类,药学
西安医学院,理科,本科二批,-,-,450,8866,本科,医学,中药学类,中药学
西安医学院,理科,本科二批,-,-,445,9443,本科,医学,护理学类,护理学
西安医学院,文科,本科二批,-,-,498,3832,本科,管理学,工商管理类,市场营销
西安医学院,文科,本科二批,-,-,496,4008,本科,医学,护理学类,护理学
西安医学院,文科,本科二批,-,-,496,4008,本科,管理学,公共管理类,公共事业管理
济宁医学院,理科,本科二批,-,-,444,9597,本科,医学,临床医学类,临床医学
济宁医学院,理科,本科二批,-,-,437,10564,本科,医学,公共卫生与预防医学类,预防医学
济宁医学院,理科,本科二批,-,-,437,10564,本科,医学,临床医学类,精神医学
济宁医学院,理科,本科二批,-,-,436,10715,本科,医学,中西医结合类,中西医临床医学
济宁医学院,理科,本科二批,-,-,414,14024,本科,医学,护理学类,护理学
北京印刷学院,理科,本科一批,432,432,432,11245,本科,工学,轻工类,包装工程
北京印刷学院,理科,本科一批,420,426,413,14183,本科,工学,轻工类,印刷工程
湖北经济学院,理科,本科二批,-,-,446,9339,本科,经济学,金融学类,金融学类
湖北经济学院,理科,本科二批,-,-,438,10439,本科,工学,计算机类,数据科学与大数据技术
湖北经济学院,理科,本科二批,-,-,438,10439,本科,管理学,管理科学与工程类,管理科学与工程类
湖北经济学院,理科,本科二批,-,-,438,10439,本科,管理学,工商管理类,会计学（会计学、财务管理、审计学）
湖北经济学院,文科,本科二批,-,-,519,2429,本科,经济学,金融学类,金融学类
湖北经济学院,文科,本科二批,-,-,518,2482,本科,管理学,管理科学与工程类,管理科学与工程类
湖北经济学院,文科,本科二批,-,-,518,2482,本科,管理学,工商管理类,会计学（会计学、财务管理、审计学）
南京农业大学,理科,本科一批,-,-,504,3801,本科,管理学,公共管理类,土地资源管理
南京农业大学,理科,本科一批,-,-,499,4137,本科,农学,植物生产类,植物保护
南京农业大学,理科,本科一批,-,-,497,4286,本科,工学,环境科学与工程类,环境科学与工程类
南京农业大学,理科,本科一批,-,-,492,4649,本科,工学,计算机类,网络工程
南京农业大学,理科,本科一批,-,-,492,4649,本科,管理学,管理科学与工程类,信息管理与信息系统
南京农业大学,理科,本科一批,-,-,491,4717,本科,农学,植物生产类,种子科学与工程
南京农业大学,理科,本科一批,-,-,491,4717,本科,工学,机械类,机械类
南京农业大学,理科,本科一批,-,-,490,4791,本科,管理学,工业工程类,工业工程
南京农业大学,理科,本科一批,-,-,490,4791,本科,农学,动物生产类,动物科学
南京农业大学,理科,本科一批,-,-,489,4886,本科,工学,电子信息类,电子信息科学与技术
南京农业大学,理科,本科一批,-,-,487,5044,本科,管理学,物流管理与工程类,物流工程
南京农业大学,理科,本科一批,-,-,487,5044,本科,农学,草学类,草业科学
宁夏医科大学,理科,本科一批,-,-,503,3871,本科,医学,临床医学类,临床医学
宁夏医科大学,理科,本科一批,-,-,501,4008,本科,医学,临床医学类,麻醉学
宁夏医科大学,理科,本科一批,-,-,501,4008,本科,医学,口腔医学类,口腔医学
宁夏医科大学,理科,本科一批,-,-,500,4082,本科,医学,临床医学类,医学影像学
宁夏医科大学,理科,本科一批,-,-,498,4212,本科,医学,中西医结合类,中西医临床医学
宁夏医科大学,理科,本科一批,-,-,495,4425,本科,医学,中医学类,中医学
宁夏医科大学,理科,本科一批,-,-,490,4791,本科,医学,医学技术类,医学检验技术
宁夏医科大学,理科,本科一批,-,-,484,5279,本科,医学,基础医学类,基础医学
宁夏医科大学,理科,本科一批,-,-,483,5364,本科,医学,公共卫生与预防医学类,预防医学
宁夏医科大学,理科,本科一批,-,-,480,5625,本科,医学,医学技术类,康复治疗学
宁夏医科大学,理科,本科一批,-,-,479,5725,本科,医学,中医学类,针灸推拿学
宁夏医科大学,理科,本科一批,-,-,479,5725,本科,医学,药学类,药学
宁夏医科大学,理科,本科一批,-,-,479,5725,本科,医学,药学类,临床药学
宁夏医科大学,理科,本科一批,-,-,462,7433,本科,医学,中药学类,中药学
宁夏医科大学,理科,本科一批,-,-,448,9096,本科,医学,护理学类,护理学
宁夏医科大学,文科,本科一批,-,-,532,1712,本科,医学,中医学类,中医学
宁夏医科大学,文科,本科一批,-,-,525,2068,本科,医学,中医学类,针灸推拿学
宁夏医科大学,文科,本科一批,-,-,512,2831,本科,医学,护理学类,护理学
宁夏医科大学,理科,本科二批,-,-,421,12874,本科,理学,生物科学类,生物技术
宁夏医科大学,理科,本科二批,-,-,418,13355,本科,管理学,公共管理类,公共事业管理
宁夏医科大学,理科,本科二批,-,-,416,13700,本科,工学,电子信息类,电子信息科学与技术
沈阳医学院,理科,本科二批,-,-,480,5625,本科,医学,临床医学类,医学影像学
沈阳医学院,理科,本科二批,-,-,471,6482,本科,医学,口腔医学类,口腔医学
沈阳医学院,理科,本科二批,-,-,471,6482,本科,医学,临床医学类,麻醉学
沈阳医学院,理科,本科二批,-,-,441,10006,本科,医学,临床医学类,临床医学
沈阳医学院,理科,本科二批,-,-,439,10291,本科,医学,医学技术类,医学检验技术
沈阳医学院,理科,本科二批,-,-,438,10439,本科,医学,医学技术类,康复治疗学
沈阳医学院,理科,本科二批,-,-,437,10564,本科,工学,食品科学与工程类,食品质量与安全
沈阳医学院,理科,本科二批,-,-,437,10564,本科,医学,医学技术类,卫生检验与检疫
沈阳医学院,理科,本科二批,-,-,435,10854,本科,医学,药学类,药学
沈阳医学院,理科,本科二批,-,-,434,10993,本科,医学,公共卫生与预防医学类,预防医学
沈阳医学院,理科,本科二批,-,-,433,11114,本科,医学,护理学类,护理学
青海民族大学,理科,本科二批,-,-,414,14024,本科,文学,外国语言文学类,阿拉伯语（只招收少数民族考生）
青海民族大学,文科,本科二批,-,-,491,4406,本科,文学,外国语言文学类,阿拉伯语（只招少数民族考生）
天津医科大学,理科,本科一批,-,-,597,417,本科,医学,医学技术类,康复治疗学
天津医科大学,理科,本科一批,-,-,585,609,本科,医学,口腔医学类,口腔医学（“5+3”一体化）
天津医科大学,理科,本科一批,-,-,585,609,本科,医学,临床医学类,临床医学（“5+3”一体化）
天津医科大学,理科,本科一批,-,-,580,695,本科,医学,临床医学类,临床医学
天津医科大学,理科,本科一批,-,-,577,756,本科,医学,医学技术类,医学检验技术
天津医科大学,理科,本科一批,-,-,570,915,本科,工学,生物医学工程类,生物医学工程
天津医科大学,理科,本科一批,-,-,568,953,本科,医学,药学类,药物制剂
天津医科大学,理科,本科一批,-,-,568,953,本科,医学,护理学类,护理学（女生）
华中科技大学,理科,本科一批,-,-,586,581,本科,工学,电气类,电气工程及其自动化
华中科技大学,理科,本科一批,-,-,584,637,本科,工学,材料类,材料类
华中科技大学,理科,本科一批,-,-,578,728,本科,经济学,金融学类,金融学类
华中科技大学,理科,本科一批,-,-,575,799,本科,管理学,工商管理类,国际商务（外语二学位）
华中科技大学,理科,本科一批,-,-,574,830,本科,工学,环境科学与工程类,环境科学与工程类
华中科技大学,理科,本科一批,-,-,572,871,本科,理学,物理学类,物理学类
华中科技大学,理科,本科一批,-,-,572,871,本科,工学,计算机类,计算机类
华中科技大学,理科,本科一批,-,-,572,871,本科,工学,土木类,土木类
华中科技大学,理科,本科一批,-,-,572,871,本科,理学,化学类,化学类
华中科技大学,理科,本科一批,-,-,572,871,本科,工学,机械类,机械类
华中科技大学,理科,本科一批,-,-,572,871,本科,理学,生物科学类,生物科学类
华中科技大学,理科,本科一批,-,-,572,871,本科,工学,能源动力类,能源动力类
华中科技大学,理科,本科一批,-,-,572,871,本科,工学,电子信息类,电子信息类（电子信息工程、通信工程、电磁场与无线技术）
华中科技大学,理科,本科一批,-,-,572,871,本科,工学,电子信息类,电子信息类
华中科技大学,文科,本科一批,-,-,598,187,本科,管理学,工商管理类,工商管理类
华中科技大学,文科,本科一批,-,-,595,214,本科,文学,中国语言文学类,中国语言文学类
华中科技大学,文科,本科一批,-,-,592,240,本科,法学,社会学类,社会学类
华中科技大学,文科,本科一批,-,-,592,240,本科,文学,新闻传播学类,新闻传播学类
湖南师范大学,理科,本科一批,-,-,519,2888,本科,理学,生物科学类,生物科学（师范）
湖南师范大学,理科,本科一批,-,-,513,3200,本科,理学,物理学类,应用物理学
湖南师范大学,理科,本科一批,-,-,512,3249,本科,理学,数学类,信息与计算科学
湖南师范大学,理科,本科一批,-,-,512,3249,本科,理学,化学类,化学（师范）
湖南师范大学,文科,本科一批,-,-,563,694,本科,文学,中国语言文学类,汉语言文学（师范）
湖南师范大学,文科,本科一批,-,-,560,765,本科,法学,社会学类,社会学
湖南师范大学,文科,本科一批,-,-,560,765,本科,管理学,旅游管理类,会展经济与管理
湖南师范大学,文科,本科一批,-,-,559,785,本科,文学,中国语言文学类,汉语国际教育（师范）
西安工程大学,理科,本科二批,-,-,433,11114,本科,工学,机械类,材料成型及控制工程
西安工程大学,理科,本科二批,-,-,432,11245,本科,工学,纺织类,纺织工程
西安工程大学,理科,本科二批,-,-,431,11410,本科,理学,物理学类,应用物理学
晋中学院,理科,本科二批,-,-,415,13865,本科,管理学,旅游管理类,旅游管理
晋中学院,理科,本科二批,-,-,414,14024,本科,理学,生物科学类,生物技术
晋中学院,理科,本科二批,-,-,413,14183,本科,工学,自动化类,自动化
晋中学院,文科,本科二批,-,-,492,4323,本科,文学,中国语言文学类,汉语言文学（师范）
晋中学院,文科,本科二批,-,-,489,4568,本科,教育学,教育学类,学前教育（师范）
华北理工大学,理科,本科一批,-,-,490,4791,本科,医学,临床医学类,临床医学
华北理工大学,理科,本科一批,-,-,461,7535,本科,经济学,金融学类,金融学
华北理工大学,理科,本科一批,-,-,461,7535,本科,工学,化工与制药类,化学工程与工艺
华北理工大学,理科,本科一批,-,-,459,7752,本科,医学,医学技术类,康复治疗学
华北理工大学,理科,本科一批,-,-,459,7752,本科,工学,机械类,机械设计制造及其自动化
华北理工大学,理科,本科二批,-,-,434,10993,本科,管理学,工商管理类,工商管理
华北理工大学,理科,本科二批,-,-,426,12133,本科,经济学,经济与贸易类,国际经济与贸易
华北理工大学,理科,本科二批,-,-,424,12433,本科,工学,计算机类,智能科学与技术
华北理工大学,理科,本科二批,-,-,423,12583,本科,工学,材料类,高分子材料与工程
华北理工大学,文科,本科二批,-,-,507,3175,本科,医学,中医学类,针灸推拿学
华北理工大学,文科,本科二批,-,-,506,3235,本科,管理学,公共管理类,劳动与社会保障
川北医学院,理科,本科二批,-,-,451,8731,本科,医学,临床医学类,临床医学
